Manufacturer,Category,GPU,OS,CPU_core,CPU_frequency,RAM_GB,Storage_GB_SSD,Price,Screen_Size_inches,Weight_pounds,Price_Label,Screen_Full HD,Screen_IPS Panel
HP,4,2,1,7,0.8823529411764708,8,256,2223,14.0,0.6167800453514739,Medium,False,True
Lenovo,3,3,1,5,0.7647058823529412,8,256,1396,14.0,0.6802721088435374,Low,False,True
Lenovo,3,2,1,3,0.7058823529411765,4,128,697,13.000000000000002,0.6802721088435374,Low,False,True
Dell,5,3,1,7,0.8823529411764708,8,256,2712,15.0,0.9070294784580498,Medium,False,True
MSI,1,3,1,7,0.9411764705882353,8,256,1714,17.3,1.2244897959183674,Medium,True,False
Dell,3,1,2,7,0.8823529411764708,8,256,989,15.600000000000001,1.056689342403628,Low,True,False
Lenovo,3,1,1,7,0.3529411764705883,8,256,1562,15.0,0.9523809523809524,Low,False,True
Lenovo,3,2,1,5,0.7647058823529412,8,256,1192,14.0,0.8616780045351473,Low,False,True
Acer,3,3,2,7,0.9411764705882353,8,256,1117,15.600000000000001,1.1337868480725624,Low,True,False
Dell,3,1,2,5,0.7647058823529412,4,256,761,15.600000000000001,1.0430839002267573,Low,True,False
HP,4,2,1,7,0.7647058823529412,8,256,1905,14.0,0.6485260770975056,Medium,True,False
Lenovo,4,1,1,7,0.3529411764705883,8,256,1544,14.0,0.7936507936507936,Low,False,True
HP,3,2,1,7,1.0,8,256,1813,15.600000000000001,1.0476190476190477,Medium,True,False
Dell,4,2,2,7,0.9411764705882353,8,256,1396,14.0,0.7256235827664399,Low,True,False
Lenovo,3,2,1,7,0.8823529411764708,8,256,1283,13.000000000000002,0.6349206349206349,Low,False,True
Lenovo,3,2,1,3,0.8823529411764708,4,128,761,14.0,0.7709750566893424,Low,False,True
Asus,3,2,2,5,0.7647058823529412,4,256,710,15.600000000000001,0.9070294784580498,Low,True,False
Dell,3,1,1,5,0.2352941176470589,4,256,951,15.600000000000001,0.997732426303855,Low,True,False
Lenovo,4,2,1,5,0.7647058823529412,8,256,1815,12.0,0.6167800453514739,Medium,False,True
Dell,3,3,1,5,0.9411764705882353,8,256,1498,14.0,0.7437641723356009,Low,True,False
MSI,1,3,1,5,0.7647058823529412,8,256,1306,15.600000000000001,0.997732426303855,Low,True,False
Dell,5,3,1,7,0.8823529411764708,16,256,2509,15.0,0.9841269841269841,Medium,False,True
Lenovo,3,2,1,5,0.7647058823529412,8,256,1709,14.0,0.7482993197278911,Medium,True,False
Lenovo,3,3,1,7,1.0,8,256,2655,15.600000000000001,1.2108843537414966,Medium,True,False
Dell,4,2,1,5,0.2352941176470589,8,256,2340,15.600000000000001,0.6439909297052153,Medium,True,False
Dell,5,3,1,7,0.9411764705882353,8,256,3059,15.600000000000001,0.8072562358276644,High,True,False
Toshiba,3,2,1,5,0.7647058823529412,8,256,2124,13.000000000000002,0.4761904761904762,Medium,False,True
HP,3,2,1,5,0.2352941176470589,4,128,922,13.000000000000002,0.6757369614512472,Low,False,True
Lenovo,3,2,1,5,0.2352941176470589,8,256,1333,14.0,0.7936507936507936,Low,False,True
Lenovo,3,3,1,5,0.7647058823529412,8,256,1286,15.0,1.0430839002267573,Low,False,True
Lenovo,3,2,1,7,0.3529411764705883,8,256,1142,15.600000000000001,0.9841269841269841,Low,True,False
Lenovo,3,2,1,3,0.7058823529411765,8,256,1206,13.000000000000002,0.6349206349206349,Low,False,True
Lenovo,3,2,1,5,0.7647058823529412,8,256,1157,15.0,1.0430839002267573,Low,False,True
Lenovo,3,2,1,5,0.7647058823529412,8,256,1206,13.299999999999999,0.6530612244897959,Low,True,False
Dell,4,2,1,5,0.7647058823529412,8,128,1142,13.299999999999999,0.5850340136054422,Low,False,True
HP,3,3,1,5,0.7647058823529412,8,256,1129,15.600000000000001,0.9251700680272109,Low,True,False
HP,4,2,1,7,0.8823529411764708,8,256,1777,13.000000000000002,0.5986394557823129,Medium,False,True
Dell,3,2,1,5,0.823529411764706,8,256,1626,14.0,0.7437641723356009,Medium,True,False
Lenovo,3,2,1,5,0.6470588235294117,8,256,1702,14.0,0.9160997732426304,Medium,True,False
Dell,3,2,1,5,0.9411764705882353,8,256,1749,15.600000000000001,0.8616780045351473,Medium,True,False
Dell,3,3,1,7,0.9411764705882353,8,256,1739,15.600000000000001,0.8752834467120181,Medium,True,False
Dell,3,1,1,5,0.2352941176470589,8,256,1013,15.600000000000001,0.997732426303855,Low,True,False
Lenovo,3,3,1,7,0.8823529411764708,8,256,1091,14.0,0.8480725623582767,Low,False,True
Dell,3,2,1,3,0.4705882352941177,4,128,935,14.0,0.7256235827664399,Low,True,False
HP,3,2,1,3,0.7058823529411765,4,128,896,15.600000000000001,0.9523809523809524,Low,True,False
Lenovo,3,2,1,3,0.4705882352941177,4,128,634,15.600000000000001,0.997732426303855,Low,True,False
Dell,3,2,1,5,0.7647058823529412,8,256,1419,15.600000000000001,0.8616780045351473,Low,True,False
Lenovo,3,2,1,3,0.8823529411764708,4,128,800,15.600000000000001,0.929705215419501,Low,True,False
Lenovo,3,3,1,7,0.9411764705882353,8,256,3810,17.0,1.5419501133786848,High,False,True
Lenovo,3,2,1,5,0.7647058823529412,8,256,1054,15.600000000000001,1.0430839002267573,Low,True,False
Dell,3,1,2,7,0.8823529411764708,8,256,951,15.600000000000001,0.997732426303855,Low,True,False
HP,3,2,1,3,0.7058823529411765,4,128,913,13.299999999999999,0.6757369614512472,Low,True,False
Dell,3,3,1,7,0.9411764705882353,16,256,1953,15.600000000000001,0.8752834467120181,Medium,True,False
Lenovo,4,2,1,7,0.823529411764706,12,256,2125,14.0,0.6349206349206349,Medium,False,True
Lenovo,3,2,1,5,0.7647058823529412,8,256,1872,14.0,0.7709750566893424,Medium,False,True
Dell,5,3,1,7,0.9411764705882353,8,256,2240,15.600000000000001,0.9342403628117913,Medium,True,False
HP,3,2,1,7,0.8823529411764708,8,256,1548,15.600000000000001,0.8344671201814059,Low,True,False
Toshiba,3,2,1,7,0.7647058823529412,8,256,1777,15.0,0.997732426303855,Medium,False,True
Dell,3,1,2,5,0.7647058823529412,4,128,723,15.600000000000001,0.9886621315192744,Low,True,False
Lenovo,3,2,1,5,0.6470588235294117,8,256,1861,14.0,0.7482993197278911,Medium,True,False
Dell,3,3,1,7,0.9411764705882353,8,256,2312,15.600000000000001,0.9070294784580498,Medium,True,False
Lenovo,3,2,1,5,0.2352941176470589,4,256,1053,15.600000000000001,0.8163265306122449,Low,True,False
Acer,4,2,1,5,0.7647058823529412,8,256,1167,14.0,0.8163265306122449,Low,False,True
Razer,1,3,1,7,0.9411764705882353,16,256,3301,14.0,0.8843537414965986,High,True,False
Toshiba,3,2,1,5,0.6470588235294117,8,256,1541,13.299999999999999,0.5442176870748299,Low,True,False
Lenovo,4,2,1,7,0.8823529411764708,8,256,2012,12.0,0.6167800453514739,Medium,False,True
Dell,4,2,1,5,0.2352941176470589,8,256,1842,13.299999999999999,0.5442176870748299,Medium,True,False
Dell,3,1,1,7,0.3529411764705883,8,256,1167,15.600000000000001,0.997732426303855,Low,True,False
Dell,3,2,1,5,0.7058823529411765,8,256,1561,14.0,0.7074829931972789,Low,True,False
Toshiba,3,2,1,5,0.7647058823529412,8,256,1598,15.0,0.9070294784580498,Low,False,True
Asus,4,2,1,5,0.7647058823529412,8,256,1442,14.0,0.4988662131519275,Low,True,False
Acer,1,3,1,5,0.7647058823529412,16,256,1650,15.600000000000001,1.1337868480725624,Medium,True,False
MSI,1,3,1,5,0.7647058823529412,8,256,1268,15.600000000000001,0.997732426303855,Low,True,False
HP,3,1,1,3,0.4705882352941177,4,256,888,17.0,1.1337868480725624,Low,False,True
Lenovo,3,2,1,5,0.7647058823529412,4,256,888,14.0,0.7709750566893424,Low,True,False
Toshiba,3,2,1,5,0.7647058823529412,8,256,1236,13.000000000000002,0.6802721088435374,Low,False,True
Dell,3,2,1,5,0.7647058823529412,8,256,1010,15.600000000000001,0.9886621315192744,Low,True,False
Lenovo,3,2,1,5,0.6470588235294117,8,256,1513,14.0,0.8163265306122449,Low,True,False
Dell,3,3,2,5,0.9411764705882353,8,256,1383,14.0,0.7437641723356009,Low,True,False
Lenovo,3,3,1,5,0.7647058823529412,8,256,1089,14.0,0.8480725623582767,Low,False,True
Dell,3,2,1,5,0.823529411764706,8,256,1498,15.600000000000001,0.8616780045351473,Low,True,False
HP,3,3,1,7,0.8823529411764708,8,256,1524,17.3,1.1927437641723355,Low,True,False
Lenovo,4,2,1,5,0.7647058823529412,8,256,1904,14.0,0.5986394557823129,Medium,False,True
Lenovo,3,2,1,5,0.7647058823529412,8,256,1219,13.000000000000002,0.6530612244897959,Low,False,True
HP,5,3,1,7,0.9411764705882353,16,256,3073,15.600000000000001,1.1791383219954648,High,True,False
Toshiba,3,2,1,5,0.7647058823529412,8,256,1950,14.0,0.5668934240362812,Medium,False,True
Samsung,4,2,1,7,0.8823529411764708,16,256,2095,13.299999999999999,0.3673469387755102,Medium,True,False
HP,3,2,1,3,0.4705882352941177,8,256,685,15.600000000000001,0.8435374149659864,Low,True,False
HP,3,2,1,5,0.7058823529411765,8,256,2414,15.600000000000001,0.8344671201814059,Medium,True,False
HP,5,3,1,7,0.823529411764706,8,256,1983,15.600000000000001,1.1746031746031744,Medium,True,False
Dell,4,2,1,7,0.9411764705882353,16,256,2361,12.5,0.5351473922902494,Medium,True,False
Samsung,4,2,1,7,0.8823529411764708,8,256,2031,15.600000000000001,0.5941043083900227,Medium,True,False
Dell,3,1,1,7,0.8823529411764708,16,256,1501,15.600000000000001,1.0430839002267573,Low,True,False
Acer,3,2,1,3,0.7058823529411765,4,128,808,14.0,0.8163265306122449,Low,False,True
Dell,1,3,1,5,0.7647058823529412,8,256,1251,15.600000000000001,1.1882086167800454,Low,True,False
Dell,3,1,1,3,0.4705882352941177,8,256,939,15.600000000000001,0.9070294784580498,Low,True,False
HP,5,3,1,7,0.9411764705882353,8,256,2623,15.600000000000001,1.4240362811791383,Medium,True,False
Asus,3,2,1,5,0.7647058823529412,8,256,1396,15.600000000000001,1.0748299319727892,Low,True,False
Dell,4,2,1,5,0.7647058823529412,8,256,1904,13.299999999999999,0.5850340136054422,Medium,True,False
Samsung,4,2,1,5,0.7647058823529412,8,256,1904,13.299999999999999,0.3673469387755102,Medium,True,False
Dell,3,1,1,5,0.7647058823529412,8,256,1003,15.600000000000001,0.9886621315192744,Low,True,False
Lenovo,4,2,1,7,0.8823529411764708,8,256,2361,14.0,0.5986394557823129,Medium,True,False
MSI,1,3,1,5,0.7647058823529412,8,256,1523,15.600000000000001,1.0884353741496597,Low,True,False
Acer,3,2,1,3,0.7058823529411765,8,128,786,14.0,0.6802721088435374,Low,False,True
Lenovo,3,2,1,5,0.6470588235294117,8,256,1507,14.0,0.7709750566893424,Low,True,False
Lenovo,3,2,1,5,0.823529411764706,8,256,2096,14.0,0.5986394557823129,Medium,False,True
Dell,3,1,1,7,0.8823529411764708,4,256,939,15.600000000000001,0.9886621315192744,Low,True,False
Lenovo,4,3,1,7,0.9411764705882353,8,256,2417,14.0,0.8888888888888888,Medium,False,True
Asus,3,3,1,7,0.8823529411764708,8,256,1000,15.0,1.0430839002267573,Low,False,True
Dell,3,2,1,5,0.7647058823529412,8,128,1200,15.600000000000001,0.8616780045351473,Low,True,False
HP,3,1,1,5,0.823529411764706,8,256,1714,15.600000000000001,0.8344671201814059,Medium,True,False
Toshiba,3,2,1,5,0.7647058823529412,4,128,1632,13.299999999999999,0.4761904761904762,Medium,True,False
Acer,3,2,1,5,0.7647058823529412,8,256,1146,14.0,0.7074829931972789,Low,False,True
Toshiba,3,2,1,7,0.8823529411764708,8,256,1763,15.0,0.9070294784580498,Medium,False,True
Samsung,4,3,1,7,0.8823529411764708,16,256,2349,15.0,0.5578231292517006,Medium,True,False
Dell,4,2,1,7,0.9411764705882353,8,256,2147,12.5,0.7256235827664399,Medium,True,False
Xiaomi,4,3,1,5,0.6470588235294117,8,256,1188,13.000000000000002,0.5804988662131519,Low,False,True
HP,3,2,1,5,0.7647058823529412,4,256,1066,15.600000000000001,0.9251700680272109,Low,True,False
HP,3,2,1,5,0.7647058823529412,4,128,1607,14.0,0.8843537414965986,Low,True,False
Samsung,4,2,1,7,0.8823529411764708,8,256,2158,15.0,0.5306122448979591,Medium,True,False
Lenovo,4,2,1,5,0.7647058823529412,8,256,2285,14.0,0.5986394557823129,Medium,False,True
Toshiba,3,2,1,5,0.7647058823529412,8,256,1874,13.299999999999999,0.4761904761904762,Medium,True,False
Dell,3,2,1,5,0.9411764705882353,8,256,1531,14.0,0.7256235827664399,Low,True,False
Lenovo,3,3,1,7,0.8823529411764708,6,256,1002,15.600000000000001,0.997732426303855,Low,True,False
HP,3,3,1,7,0.8823529411764708,8,256,1294,15.600000000000001,0.9251700680272109,Low,True,False
Lenovo,3,2,1,5,0.7647058823529412,4,128,1119,13.299999999999999,0.6530612244897959,Low,True,False
HP,3,2,1,5,0.7647058823529412,8,256,1219,13.299999999999999,0.6757369614512472,Low,True,False
HP,4,1,1,7,0.7647058823529412,8,256,1648,15.600000000000001,0.8344671201814059,Medium,True,False
Toshiba,3,3,1,7,0.823529411764706,16,256,2509,15.0,1.0884353741496597,Medium,False,True
Lenovo,4,2,1,7,0.8823529411764708,8,256,2096,12.0,0.6167800453514739,Medium,False,True
HP,3,2,1,5,0.6470588235294117,8,256,1480,15.600000000000001,1.0476190476190477,Low,True,False
Toshiba,3,2,1,5,0.6470588235294117,4,128,1404,14.0,0.6666666666666666,Low,False,True
HP,2,2,1,5,0.6470588235294117,8,256,2120,12.5,0.5714285714285714,Medium,True,False
Dell,4,2,1,5,0.7647058823529412,8,256,2082,14.0,0.6167800453514739,Medium,True,False
Dell,4,2,1,5,0.7647058823529412,8,256,1870,15.600000000000001,0.6167800453514739,Medium,True,False
Dell,4,2,1,7,0.9411764705882353,8,256,2255,14.0,0.6167800453514739,Medium,True,False
Toshiba,3,2,1,5,0.6470588235294117,8,256,1855,13.299999999999999,0.5442176870748299,Medium,True,False
Lenovo,4,2,1,7,0.823529411764706,8,256,1891,14.0,0.7709750566893424,Medium,False,True
Toshiba,3,2,1,5,0.7058823529411765,8,256,1950,13.299999999999999,0.5442176870748299,Medium,True,False
Lenovo,4,2,1,5,0.823529411764706,8,256,2236,12.0,0.6167800453514739,Medium,False,True
Lenovo,3,3,1,5,0.7647058823529412,6,256,883,15.600000000000001,1.0884353741496597,Low,True,False
Toshiba,3,2,1,5,0.6470588235294117,8,256,1499,14.0,0.8843537414965986,Low,True,False
